condition,Term,ES,NES,pval,fdr,Tag %,Gene %,leading_edge
Rest,PI3K/AKT/mTOR  Signaling,0.1702199788040905,0.5201291902527934,0.9949899799599199,1.0,26/89,34.33%,THEM4;PIKFYVE;CAB39;STAT2;CAMK4;IRAK4;GSK3B;SQSTM1;ITPR2;PTEN;MKNK1;TRAF2;RIT1;TNFRSF1A;RPTOR;NCK1;RIPK1;DAPP1;CAB39L;MYD88;ATF1;MKNK2;CDKN1B;LCK;PRKAR2A;MAP3K7
Rest,Fatty Acid Metabolism,0.16314983362629662,0.5097932660202277,0.999,1.0,22/117,25.76%,CA6;REEP6;ECH1;ACSS1;CYP1A1;GABARAPL1;MGLL;SERINC1;ERP29;SUCLG2;ACOX1;BPHL;D2HGDH;UBE2L6;ACSM3;CBR1;BLVRA;ENO3;ALDH9A1;CPT2;IDH1;NBN
Rest,Hedgehog Signaling,0.19500468835009696,0.4954800638037877,0.9758241758241758,0.9961198577958355,6/18,36.43%,LDB1;NF1;NRP1;L1CAM;DPYSL2;PML
Stim8hr,E2F Targets,-0.5848426665304339,-2.9400304620484667,0.0,0.0,102/182,22.00%,TMPO;RPA3;CDC25B;LBR;KIF2C;SPC24;H2AZ1;MAD2L1;DIAPH3;STAG1;ZW10;NCAPD2;PLK4;TACC3;CKS2;STMN1;POLD3;HMMR;SHMT1;KIF18B;TRIP13;CKS1B;DLGAP5;DSCC1;RACGAP1;PTTG1;CDCA8;CDKN1B;EXOSC8;NUP107;BIRC5;SMC6;E2F8;CSE1L;ORC6;AURKB;DEPDC1;RAD51AP1;RAD51C;TIMELESS;CCNB2;AURKA;CDK4;PDS5B;PAN2;BUB1B;TOP2A;SPAG5;SPC25;TUBG1;SMC4;HMGB2;PLK1;TK1;RNASEH2A;TUBB;MELK;KIF4A;CENPM;RFC3;MYBL2;LMNB1;POP7;ASF1B;RRM2;CDCA3;MKI67;CENPE;CIT;PRPS1;CDKN3;ESPL1;KPNA2;CDC25A;CHEK1;NAA38;TCF19;CDKN2A;UBE2S;CDKN2C;PRDX4;MMS22L;CDK1;EZH2;NUDT21;PRIM2;CCP110;CDC20;ANP32E;BARD1;USP1;CNOT9;DDX39A;ATAD2;DUT;EED;POLD1;KIF22;POLE;UBE2T;BRCA1;UBR7
Stim8hr,G2-M Checkpoint,-0.5049247212358351,-2.5294563432558936,0.0,0.0,98/173,26.08%,SMC2;TMPO;CDC25B;LBR;KIF2C;H2AZ1;MAD2L1;CCNA2;KIF15;POLQ;ABL1;KNL1;TPX2;STAG1;CENPF;TFDP1;PLK4;CDC7;TACC3;CKS2;TTK;STMN1;KIF11;HMMR;INCENP;NDC80;TROAP;PBK;CKS1B;SAP30;RACGAP1;PTTG1;NEK2;CDKN1B;RAD54L;BIRC5;E2F2;ORC6;AURKB;CCNB2;AURKA;CDK4;PDS5B;NUMA1;TOP2A;BUB1;SMC4;MAP3K20;PLK1;CENPA;KIF23;KIF4A;MYBL2;HIRA;LMNB1;EXO1;KIF20B;MKI67;CENPE;CDKN3;ESPL1;KPNA2;CHAF1A;CDC25A;CHEK1;MAPK14;UBE2S;CDKN2C;CDK1;EZH2;PRIM2;ODF2;TGFB1;CDC20;BARD1;STIL;GINS2;DDX39A;CDC45;RAD23B;UBE2C;PRC1;KIF22;POLE;SLC38A1;ORC5;NUSAP1;NUP98;SMC1A;SUV39H1;DBF4;KMT5A;CUL5;NSD2;BRCA2;CDC27;PRMT5;DTYMK
Stim8hr,Interferon Alpha Response,0.6069501961796481,2.2824438572786283,0.0,0.0,50/90,23.21%,IFITM3;LY6E;NUB1;PARP12;UBE2L6;LAMP3;EIF2AK2;IFITM1;IFI44L;WARS1;DDX60;PLSCR1;HERC6;TRIM25;EPSTI1;IFITM2;PSMB8;LAP3;NMI;TRAFD1;USP18;RTP4;IFI35;IL15;PARP14;IFI27;LGALS3BP;IFIH1;ISG20;CXCL10;RNF31;DHX58;TMEM140;PARP9;MOV10;ADAR;PSME2;IFI44;TAP1;IRF2;PSMB9;CASP8;IRF9;OASL;BST2;SAMD9L;STAT2;RSAD2;PSME1;LPAR6
Stim8hr,Oxidative Phosphorylation,-0.44785839714583114,-2.2263189500207146,0.0,0.0,94/176,28.71%,VDAC3;COX6C;PDHB;GPX4;ACADSB;IDH3B;NDUFA7;OXA1L;ISCU;BDH2;TOMM22;COX6B1;NNT;COX11;HTRA2;COX7A2;UQCRFS1;NDUFS3;ACAT1;ATP5MC2;GPI;UQCRB;NDUFS2;TIMM13;OPA1;NDUFB4;SLC25A20;GLUD1;DECR1;NDUFB8;RETSAT;SLC25A11;DLAT;SLC25A5;AIFM1;NDUFB3;SLC25A3;ATP5F1B;NDUFB6;NDUFA2;UQCRQ;FXN;MDH1;PRDX3;NDUFA8;DLST;ATP5PB;MTRF1;NDUFS7;HADHB;HSPA9;SUCLG1;SLC25A4;NDUFA9;DLD;ATP5MG;NDUFA1;NDUFAB1;ATP5MC3;ETFDH;ATP5F1A;ACAA1;NDUFV2;RHOT1;GOT2;CYB5A;BAX;BCKDHA;MGST3;NDUFA4;IDH1;SDHB;COX6A1;FH;NDUFS4;ABCB7;ACADVL;TOMM70;NDUFB7;ATP5PD;ATP5PF;LDHB;ACADM;NDUFC2;HCCS;COX15;ATP5ME;ATP5MF;ATP5F1D;UQCR10;CYC1;NDUFV1;CYCS;NDUFC1
Stim8hr,Interferon Gamma Response,0.5192922582058567,2.100023449743547,0.0,0.0,98/172,26.42%,APOL6;IFITM3;LY6E;PARP12;UBE2L6;CD38;EIF2AK2;IFI44L;IL10RA;WARS1;DDX60;ST8SIA4;CASP4;PLSCR1;CD40;GCH1;HERC6;TRIM25;XAF1;EPSTI1;IFITM2;SECTM1;PSMB8;LAP3;OAS2;STAT1;NMI;TRAFD1;CFH;OAS3;USP18;RTP4;ICAM1;TAPBP;IFI35;IL15;IL15RA;PARP14;IFI27;LGALS3BP;RNF213;IFIH1;ISG20;CXCL10;PELI1;RNF31;DHX58;STAT3;SPPL2A;PSMB10;ITGB7;PFKP;GPR18;FGL2;RBCK1;ADAR;PSME2;NFKBIA;LCP2;CD274;IFI44;TAP1;ARL4A;NCOA3;TNFSF10;RAPGEF6;HIF1A;NLRC5;IRF2;RIPK1;BTG1;CXCL9;PSMB9;CASP8;CSF2RB;ZBP1;IRF9;OASL;BST2;SAMD9L;STAT4;ISOC1;ST3GAL5;STAT2;RSAD2;PSME1;AUTS2;MX2;TOR1B;PTPN2;NAMPT;CMPK2;MTHFD2;GZMA;OGFR;PNPT1;IRF1;CASP7
Stim8hr,Mitotic Spindle,-0.38871722524423535,-1.876916290343286,0.0,0.0091095829239975,72/172,22.16%,SPTBN1;KIF2C;CDK5RAP2;KIF3C;KIF15;ABL1;TPX2;CENPF;BIN1;TTK;KIF11;CEP57;PIF1;SASS6;INCENP;CENPJ;NDC80;DLGAP5;RACGAP1;NEK2;SUN2;BIRC5;CEP131;PCNT;EPB41;PREX1;CCNB2;AURKA;NUMA1;TOP2A;CEP192;ARFGEF1;BUB1;SMC4;APC;PLK1;DOCK2;KIF23;TLK1;ECT2;KIF4A;TIAM1;LLGL1;LMNB1;KIF20B;TUBA4A;RALBP1;MYH10;CENPE;ESPL1;TUBD1;MAP1S;ROCK1;CDK1;STAU1;ANLN;NCK2;TSC1;RHOF;SAC3D1;NIN;WASF2;CYTH2;CEP250;KIF3B;KATNB1;PCGF5;PRC1;KIF22;PLEKHG2;CKAP5;NUSAP1
Stim8hr,TNF-alpha Signaling via NF-kB,0.44599355439451605,1.8000057468942603,0.0,0.006700512846944824,74/161,26.61%,NINJ1;TRIB1;NFE2L2;EGR1;BTG2;ZC3H12A;GCH1;LDLR;ACKR3;PTPRE;TRAF1;PHLDA1;IER2;NFIL3;CCNL1;FOS;ICAM1;SAT1;IL15RA;FOSB;CEBPB;IFIH1;GEM;SLC2A3;TANK;EGR3;ETS2;CXCL10;STAT5A;MAFF;KDM6B;PFKFB3;TNF;NFKBIA;F2RL1;SDC4;BTG3;KLF9;TAP1;JAG1;RELB;TUBB2A;REL;NR4A3;IER5;CLCF1;DENND5A;BTG1;CSF2;BCL3;TIPARP;YRDC;SQSTM1;SMAD3;EHD1;SERPINB8;DUSP2;DUSP5;EGR2;BHLHE40;IER3;KLF10;PTGER4;B4GALT5;JUNB;CEBPD;BCL2A1;NAMPT;ATP2B1;TLR2;PLAUR;DNAJB4;IRF1;MAP2K3
Stim8hr,Cholesterol Homeostasis,0.45675263889615925,1.6166042310927997,0.008152173913043478,0.03919800015462722,18/63,16.46%,ATF5;TNFRSF12A;SREBF2;HMGCS1;CPEB2;PLSCR1;CBS;LDLR;ANTXR2;NFIL3;SC5D;TP53INP1;CYP51A1;ERRFI1;SQLE;CTNNB1;STARD4;JAG1
Stim8hr,Myc Targets V1,-0.3283452058996207,-1.5856812847589077,0.0,0.05444315441636152,57/139,28.32%,VDAC3;XPOT;H2AZ1;MAD2L1;CCNA2;TFDP1;RRM1;CAD;SNRPA1;UBE2L3;CDK4;CBX3;GLO1;EIF4E;HNRNPA2B1;PSMD1;TUFM;SLC25A3;SNRPG;PRDX3;PSMA2;CCT4;PPIA;RFC4;KPNA2;PRDX4;ILF2;SRPK1;LSM2;TYMS;NDUFAB1;PSMD3;HSPE1;VBP1;CDC20;GOT2;EPRS1;USP1;TRIM28;CDC45;RAD23B;LSM7;DUT;CANX;SNRPD2;TOMM70;HDDC2;HNRNPR;TCP1;EIF4G2;ERH;CDK2;AIMP2;IMPDH2;HSPD1;CYC1;SYNCRIP
Stim8hr,Spermatogenesis,-0.3637688546810868,-1.5264416795448903,0.020080321285140562,0.07216218629990176,20/64,15.77%,VDAC3;KIF2C;NCAPH;GFI1;TTK;NEK2;STRBP;CCNB2;AURKA;BUB1;TALDO1;TOPBP1;GAD1;PARP2;CDKN3;RFC4;DMC1;CDK1;EZH2;PEBP1
Stim8hr,Inflammatory Response,0.37860236848600437,1.4668704180583574,0.01726263871763255,0.12663969280725718,51/123,26.33%,LY6E;HRH1;LAMP3;EIF2AK2;PTGIR;TIMP1;IFITM1;BTG2;IL10RA;ADGRE1;CD40;GCH1;LDLR;PTPRE;SLC11A2;NMI;RTP4;ICAM1;TAPBP;IL15;IL15RA;ITGA5;GNA15;C5AR1;CXCL10;NFKBIA;LCP2;SELENOS;CXCR6;TNFSF10;HIF1A;NOD2;EMP3;RNF144B;PTGER2;C3AR1;CD14;CXCL9;RHOG;BST2;PVR;IL10;PTAFR;PTGER4;NAMPT;ATP2B1;SCARF1;TLR2;PLAUR;SLAMF1;IRF1
Stim8hr,DNA Repair,-0.3143629546386946,-1.4250947857800313,0.014285714285714285,0.12186937827734469,36/115,21.25%,AAAS;RPA3;GPX4;TARBP2;NME4;POLD3;ADRM1;ZWINT;EIF1B;RAD51;HCLS1;NELFCD;ZNF707;POM121;BRF2;PDE4B;RBX1;GTF2A2;POLR2C;GTF3C5;RFC3;TAF6;RRM2B;RFC4;POLB;ERCC2;GMPR2;TYMS;NUDT21;ALYREF;SAC3D1;GTF2H5;SF3A3;POLL;DUT;POLD1
Stim8hr,Epithelial Mesenchymal Transition,0.3754502761393698,1.399128217428713,0.03617571059431524,0.18940116314030703,32/92,22.66%,SERPINE2;TNFRSF12A;SNTB1;TIMP1;COL6A2;ITGB5;MEST;GPC1;ANPEP;SERPINH1;IL15;SAT1;CAPG;ITGA5;APLP1;GEM;IL32;TPM2;FLNA;PLOD1;COL5A2;SDC4;PDLIM4;FN1;CDH2;EMP3;CADM1;SLC6A8;EFEMP2;PVR;SPP1;SGCB
Stim8hr,Reactive Oxygen Species Pathway,-0.31615542301533317,-1.2342391360503602,0.15100671140939598,0.3512548003929624,11/44,16.36%,PRDX2;FES;GPX4;CAT;NDUFS2;NDUFB4;PRDX4;OXSR1;GCLC;ERCC2;GLRX2
Stim8hr,Notch Signaling,-0.40132200262027423,-1.198802500233605,0.2094240837696335,0.3846268345687833,6/17,14.54%,SAP30;RBX1;PSENEN;KAT2A;PRKCA;APH1A
Stim8hr,Angiogenesis,0.4534703891594841,1.1940595255629112,0.2564102564102564,0.6800063323528005,8/15,25.39%,TIMP1;PDGFA;NRP1;COL5A2;JAG1;APP;SPP1;STC1
Stim8hr,Apoptosis,0.2943292296640491,1.1352414726801339,0.22431077694235588,0.822906734015411,34/129,16.24%,IFITM3;XIAP;TNFRSF12A;IGF2R;CD38;SMAD7;TIMP1;BTG2;CASP4;GCH1;FEZ1;NEFH;SAT1;PLAT;CCNA1;GSTM1;BCL2L1;GNA15;EGR3;ISG20;WEE1;ANXA1;SC5D;TNF;FASLG;CYLD;PEA15;DAP;CTNNB1;BTG3;CD2;TAP1;TNFSF10;RNASEL
Stim8hr,heme Metabolism,-0.22960498938526946,-1.1270773791557804,0.1875,0.5347861034205591,21/147,10.76%,UBAC1;PRDX2;DAAM1;CAT;TNRC6B;DCAF11;GLRX5;CPOX;SLC25A38;CCDC28A;HAGH;NNT;LRP10;HTRA2;MKRN1;EPB41;E2F2;H1-0;MARCHF8;NARF;HMBS
Stim8hr,Pperoxisome,-0.252218355496703,-1.1233615836513928,0.22330097087378642,0.4980554856414462,21/80,21.10%,NUDT19;TSPO;CAT;ECI2;HSD17B4;ABCC5;SLC35B2;GNPAT;TOP2A;RETSAT;HSD17B11;SLC27A2;SLC25A4;ACSL1;BCL10;ACOT8;ACAA1;DHRS3;FADS1;IDH1;PRDX5
Stim8hr,IL-6/JAK/STAT3 Signaling,0.30712586455163177,1.1046674041730349,0.3136482939632546,0.8531241857015638,25/67,26.33%,TNFRSF12A;CD38;TNFRSF1A;IL3RA;IL17RA;CRLF2;STAT1;IL15RA;STAM2;IL12RB1;CXCL10;STAT3;TNF;CSF2RA;CD14;CSF2;CXCL9;CSF2RB;IRF9;LTBR;STAT2;PTPN2;TLR2;HAX1;IRF1
Stim8hr,Complement,0.27724412107435414,1.0964272521489817,0.3052503052503053,0.7995721980259257,54/138,28.49%,KIF2A;ZEB1;TIMP1;CASP4;KCNIP2;PLSCR1;CPQ;LAP3;ERAP2;CFH;PLAT;CALM3;CEBPB;CTSC;ITGAM;MAFF;F8;CTSB;LCP2;DUSP6;L3MBTL4;DOCK10;LAMP2;C4BPB;FN1;IRF2;CTSL;BRPF3;RBSN;GMFB;PSMB9;USP15;GNB4;RHOG;GZMK;EHD1;PRDM4;SRC;ME1;DUSP5;CD40LG;DGKG;SH2B3;GZMA;PLAUR;IRF1;CD59;CASP7;XPNPEP1;LGALS3;HSPA5;DOCK9;TMPRSS6;PLA2G4A
Stim8hr,Adipogenesis,-0.22774892900790816,-1.0946892241576607,0.22641509433962265,0.5390729659730285,50/153,21.96%,GPX4;DGAT1;GPAM;NMT1;CAT;COQ3;PREB;PDCD4;DBT;NKIRAS1;NDUFS3;ABCB8;DECR1;RETSAT;SCARB1;QDPR;TALDO1;DLAT;CD151;AIFM1;PGM1;SAMM50;ESYT1;UQCRQ;PRDX3;CD302;DDT;CDKN2C;SUCLG1;TST;DLD;NDUFAB1;DHRS7;IFNGR1;SLC25A10;CCNG2;ATL2;TOB1;SLC5A6;FAH;ACADS;BCKDHA;COQ9;MGST3;MTCH2;IDH1;SDHB;COX6A1;HIBCH;VEGFB
Stim8hr,Glycolysis,-0.22673538232151658,-1.0925533411919912,0.22560975609756098,0.5015629186389212,46/142,21.75%,MET;GOT1;STMN1;SLC37A4;HMMR;ALG1;SAP30;CXCR4;MED24;DEPDC1;CHST2;AURKA;MIF;TALDO1;CENPA;DDIT4;GALK1;KIF20A;GNPDA1;GALK2;MDH1;MPI;PPIA;PRPS1;MERTK;SLC25A13;DLD;CDK1;GCLC;FUT8;SLC25A10;EXT1;COG2;GOT2;BPNT1;CYB5A;HOMER1;ENO2;ABCB6;B4GALT2;IDH1;CHPF;IGFBP3;FKBP4;PDK3;PAXIP1
Stim8hr,IL-2/STAT5 Signaling,0.2670921678415582,1.0808935237859123,0.32558139534883723,0.7842036581051607,52/169,22.53%,IFITM3;MUC1;CST7;IGF2R;SPRED2;IL10RA;PRNP;PLSCR1;IL3RA;GABARAPL1;TRAF1;PHLDA1;NFIL3;CAPG;CDC42SE2;TTC39B;APLP1;BCL2L1;GPR65;NRP1;SLC2A3;CAPN3;MAPKAPK2;GLIPR2;CD81;CXCL10;CISH;MAFF;RNH1;FGL2;RABGAP1L;ETFBKMT;ARL4A;NCOA3;TNFSF10;SLC1A5;TNFRSF4;PTRH2;PTGER2;P4HA1;SCN9A;DENND5A;CSF2;SLC39A8;ENPP1;CDCP1;TNFRSF18;LRRC8C;IL10;EOMES;BHLHE40;SPP1
Stim8hr,Fatty Acid Metabolism,-0.23225898537302292,-1.0783165428079682,0.273224043715847,0.5040125543831894,48/117,26.48%,PDHB;GSTZ1;H2AZ1;IDH3B;NTHL1;CRYZ;ECI2;HSD17B4;CPOX;HSDL2;ALDH3A2;DECR1;MIF;PPARA;RETSAT;BCKDHB;GLUL;HSD17B11;ERP29;MDH1;G0S2;DLST;PTS;HADHB;S100A10;SUCLG1;DLD;ACSL1;HPGD;ETFDH;ACOT8;ACAA1;ACADS;ENO2;ALAD;IDH1;SMS;FH;HIBCH;ACADVL;HADH;CBR3;YWHAH;KMT5A;ACAT2;ACADM;GCDH;HCCS
Stim8hr,Allograft Rejection,0.26724888782267003,1.0586269349241375,0.3612121212121212,0.7955742253605821,58/137,30.45%,TIMP1;WARS1;ST8SIA4;CD40;CD96;CD7;STAT1;ICAM1;TAPBP;IL15;CAPG;GPR65;IL12RB1;CD79A;TAP2;PSMB10;FLNA;CFP;IL12A;TNF;FASLG;LCP2;ELF4;CD2;TAP1;ITGAL;HIF1A;ITGB2;PRF1;ABCE1;CXCL9;NCF4;BCL3;FYB1;SIT1;TRAF2;STAT4;DEGS1;LY86;IL10;EIF3A;DYRK3;CD40LG;TLR2;GZMA;PTPRC;NCK1;CXCR3;IL27RA;EIF4G3;IRF8;CD247;APBB1;CD4;CD74;IL7;HDAC9;TLR1
Stim8hr,Myogenesis,0.2751573373843167,1.0397074942905846,0.3931847968545216,0.7938046027369018,40/96,31.01%,CFD;FHL1;FXYD1;COL6A2;PRNP;ITGB5;KLF5;MB;PC;SVIL;TPM2;GNAO1;FKBP1B;MEF2D;DAPK2;SH2B1;ADCY9;MEF2A;OCEL1;LPIN1;SLC6A8;DENND2B;AK1;GSN;APP;BHLHE40;BAG1;MYH9;ITGB1;COL6A3;PYGM;MYH3;AEBP1;NOTCH1;CRAT;MYOM2;IFRD1;MYOM1;TCAP;CNN3
Stim8hr,p53 Pathway,-0.2162961463219608,-1.0346143706745436,0.4012345679012346,0.5978744306510673,35/158,17.76%,COQ8A;PERP;CGRRF1;CYFIP2;ISCU;TPRKB;MXD4;ABAT;FUCA1;ABCC5;RB1;CCNK;GM2A;RAD51C;POM121;HDAC3;RETSAT;LIF;DDIT4;H1-2;SPHK1;CCNG1;PRMT2;IRAK1;FDXR;MKNK2;S100A4;S100A10;CDKN2A;SLC35D1;CCP110;PHLDA3;SESN1;TGFB1;TOB1
Stim8hr,mTORC1 Signaling,-0.20236659772764543,-0.9876821478409427,0.54,0.708538001250335,50/176,23.71%,GOT1;NMT1;LTA4H;CORO1A;SLC37A4;POLR3G;CXCR4;PSMC2;GPI;AURKA;FADS2;BUB1;TUBG1;QDPR;SORD;PLK1;MLLT11;YKT6;DDIT4;HMBS;PGM1;RRM2;CCNG1;TUBA4A;PPIA;FDXR;CDC25A;PSMB5;EEF1E1;HSPA9;EBP;GCLC;RPN1;HSPE1;GLA;FADS1;EPRS1;GSK3B;ACTR3;IDH1;DDX39A;PHGDH;PSPH;ADD3;CANX;PSMD12;TOMM40;TM7SF2;PSAT1;RIT1
Stim8hr,TGF-beta Signaling,-0.25664645796201957,-0.9666157926258152,0.5034246575342466,0.7338100016285873,5/42,9.12%,FURIN;SPTBN1;BMPR1A;SMURF1;APC
Stim8hr,Coagulation,0.27816908898420867,0.949927164946542,0.5503448275862068,1.0,13/54,15.90%,PROS1;CFD;TIMP1;CPQ;CFH;PLAT;ANXA1;MAFF;F8;CTSB;DUSP6;LAMP2;FN1
Stim8hr,Hedgehog Signaling,0.35185934760102233,0.9487358349596281,0.5421303656597775,0.9688494875825754,9/18,28.15%,NRP1;ETS2;VLDLR;TLE1;NF1;L1CAM;MYH9;RASA1;GLI1
Stim8hr,KRAS Signaling Dn,0.264857026043214,0.9289740951558342,0.5975773889636609,0.9671352730458984,15/64,15.67%,STAG3;PDE6B;RIBC2;BTG2;IFI44L;MAST3;CCNA1;CCDC106;MFSD6;PDCD1;TG;FGGY;YPEL1;SLC5A5;IDUA
Stim8hr,Estrogen Response Early,0.23231226707999322,0.9003369619901035,0.6629491945477075,0.9906905318115184,31/116,24.62%,MUC1;INPP5F;TGIF2;ENDOD1;PPIF;NXT1;SLC37A1;FOS;TSKU;SVIL;MAPT;CBFA2T3;NRIP1;EGR3;FOXC1;CISH;MED13L;GAB2;SEC14L2;DYNLT3;ELOVL5;TMPRSS3;ADCY9;TIPARP;CELSR2;MYB;BHLHE40;FKBP5;KLF10;RAPGEFL1;BAG1
Stim8hr,Xenobiotic Metabolism,0.21805414340246643,0.8356374305417682,0.7694204685573366,1.0,26/118,21.41%,CYP1A1;PROS1;NINJ1;HPRT1;TNFRSF1A;GCH1;GABARAPL1;ACP2;PC;HES6;BPHL;ETS2;PSMB10;SPINT2;MARCHF6;POR;SLC1A5;ELOVL5;MAN1A1;CBR1;SMOX;ESR1;ACOX3;CSAD;ABCC2;EPHX1
Stim8hr,Estrogen Response Late,-0.17923439861884746,-0.8314547784055593,0.8854166666666666,1.0,31/119,22.65%,COX6C;PERP;NBL1;PLK4;PDCD4;MAPK13;MYOF;ALDH3A2;TOP2A;SCARB1;SORD;RNASEH2A;KIF20A;TIAM1;SLC27A2;TST;DLG5;SLC16A1;PTPN6;TOB1;CDC20;GLA;IGFBP4;STIL;GINS2;ATP2B4;ADD3;ID2;FKBP4;DNAJC1;SIAH2
Stim8hr,Pancreas Beta Cells,-0.3145237132549667,-0.8300539170285542,0.6784869976359338,1.0,2/11,5.93%,ELP4;DPP4
Stim8hr,KRAS Signaling Up,0.21348753659533398,0.8232076809121769,0.7710109622411693,1.0,26/110,21.10%,TRIB1;ADAM8;IL10RA;RBM4;MMD;TRAF1;PSMB8;HKDC1;CFH;PLAT;SDCCAG8;NRP1;PRDM1;CXCL10;DUSP6;F2RL1;RABGAP1L;CSF2RA;KCNN4;ITGB2;C3AR1;CSF2;PDCD1LG2;YRDC;ST6GAL1;PCSK1N
Stim8hr,Apical Junction,-0.17334760867863738,-0.7930683305212636,0.9187817258883249,1.0,37/106,29.08%,GAMT;PBX2;MAPK13;CDK8;CNN2;CD86;TUBG1;INPPL1;MAP3K20;TSPAN4;MAP4K2;SORBS3;MYH10;GNAI2;MAPK14;ARPC2;LAMB3;ADAM9;TSC1;MAPK11;RHOF;RRAS;PFN1;TIAL1;CAP1;HADH;ZYX;YWHAH;AKT2;SKAP2;STX4;AMIGO2;MPZL1;ARHGEF6;THBS3;MDK;EPB41L2
Stim8hr,Myc Targets V2,-0.21321946168186923,-0.7871012749850567,0.8448844884488449,1.0,5/34,9.26%,PLK4;CDK4;CBX3;SORD;PLK1
Stim8hr,Wnt-beta Catenin Signaling,0.24494729702993553,0.7452924642240984,0.8258258258258259,1.0,7/30,19.45%,RBPJ;WNT5B;NKD1;CTNNB1;JAG1;AXIN2;TCF7
Stim8hr,UV Response Up,0.19357337738480895,0.7448752025671963,0.9049338146811071,1.0,28/112,22.02%,CYP1A1;BTG2;AMD1;PPIF;GCH1;RRAD;FOS;ICAM1;FOSB;HYAL2;WIZ;SELENOW;SULT1A1;NFKBIA;BSG;BTG3;TAP1;C4BPB;AGO2;BTG1;CEBPG;SLC6A8;SQSTM1;CLCN2;PPAT;EPHX1;HSPA2;EIF5
Stim8hr,Unfolded Protein Response,0.1935687648051323,0.7149029812188795,0.9196428571428571,1.0,28/88,29.43%,TATDN2;YWHAZ;NABP1;DNAJB9;CEBPB;EIF2AK3;HSP90B1;FUS;SHC1;CNOT2;SEC31A;TUBB2A;CEBPG;IARS1;PAIP1;ZBTB17;KDELR3;NFYB;ATF6;HERPUD1;MTREX;MTHFD2;EXOSC9;HSPA5;XBP1;SLC30A5;WIPI1;EIF4A1
Stim8hr,Bile Acid Metabolism,0.1991697828833329,0.7121044350664938,0.9189907038512616,1.0,19/69,22.31%,NEDD4;PEX11G;SULT1B1;ACSL5;EFHC1;SLC27A5;RXRA;SLC23A1;PEX26;MLYCD;PEX13;SCP2;HSD17B6;ATXN1;ALDH8A1;HSD3B7;ISOC1;IDH2;GSTK1
